Subject	Pair	Vowel	V	Length	Trial	Response	PrelimTotalF	SPETotalF	PrelimFrisch	SPEFrisch	LuceD
YU22I	"bath,lad"	ae	a	long	36	4	3	4	0.324	0.406	3.356890969
ZZ5V	"bath,lad"	ae	a	long	81	4	3	4	0.324	0.406	3.356890969
AM25Y	"mat,pack"	ae	a	long	65	1	3	2	0.303	0.443	2.104701095
AR82M	"mat,pack"	ae	a	long	74	6	3	2	0.303	0.443	2.104701095
AY9B	"mat,pack"	ae	a	long	74	3	3	2	0.303	0.443	2.104701095
BA89W	"mat,pack"	ae	a	long	83	4	3	2	0.303	0.443	2.104701095
BS90M	"mat,pack"	ae	a	long	21	2	3	2	0.303	0.443	2.104701095
BU78I	"mat,pack"	ae	a	long	56	4	3	2	0.303	0.443	2.104701095
BW95G	"mat,pack"	ae	a	long	11	2	3	2	0.303	0.443	2.104701095
CK44O	"mat,pack"	ae	a	long	60	2	3	2	0.303	0.443	2.104701095
CM34Z	"mat,pack"	ae	a	long	19	3	3	2	0.303	0.443	2.104701095
DF61Q	"mat,pack"	ae	a	long	46	4	3	2	0.303	0.443	2.104701095
DR17G	"mat,pack"	ae	a	long	44	6	3	2	0.303	0.443	2.104701095
EK1N	"mat,pack"	ae	a	long	78	4	3	2	0.303	0.443	2.104701095
ES29S	"mat,pack"	ae	a	long	44	5	3	2	0.303	0.443	2.104701095
FJ83B	"mat,pack"	ae	a	long	54	6	3	2	0.303	0.443	2.104701095
FU75W	"mat,pack"	ae	a	long	18	3	3	2	0.303	0.443	2.104701095
FV16X	"mat,pack"	ae	a	long	8	1	3	2	0.303	0.443	2.104701095
IF59C	"mat,pack"	ae	a	long	90	3	3	2	0.303	0.443	2.104701095
JD94A	"mat,pack"	ae	a	long	93	4	3	2	0.303	0.443	2.104701095
JE33O	"mat,pack"	ae	a	long	70	3	3	2	0.303	0.443	2.104701095
JV42B	"mat,pack"	ae	a	long	68	3	3	2	0.303	0.443	2.104701095
JY36H	"mat,pack"	ae	a	long	70	3	3	2	0.303	0.443	2.104701095
KB4F	"mat,pack"	ae	a	long	48	2	3	2	0.303	0.443	2.104701095
KI71L	"mat,pack"	ae	a	long	93	1	3	2	0.303	0.443	2.104701095
KK92R	"mat,pack"	ae	a	long	63	6	3	2	0.303	0.443	2.104701095
KQ37E	"mat,pack"	ae	a	long	63	3	3	2	0.303	0.443	2.104701095
KQ52J	"mat,pack"	ae	a	long	96	6	3	2	0.303	0.443	2.104701095
KR28H	"mat,pack"	ae	a	long	57	6	3	2	0.303	0.443	2.104701095
KS15D	"mat,pack"	ae	a	long	67	1	3	2	0.303	0.443	2.104701095
LC70W	"mat,pack"	ae	a	long	48	4	3	2	0.303	0.443	2.104701095
LQ40Z	"mat,pack"	ae	a	long	82	4	3	2	0.303	0.443	2.104701095
LT30W	"mat,pack"	ae	a	long	9	6	3	2	0.303	0.443	2.104701095
LY2O	"mat,pack"	ae	a	long	63	7	3	2	0.303	0.443	2.104701095
LY53Q	"mat,pack"	ae	a	long	36	4	3	2	0.303	0.443	2.104701095
LZ43Z	"mat,pack"	ae	a	long	17	4	3	2	0.303	0.443	2.104701095
MC41U	"mat,pack"	ae	a	long	22	4	3	2	0.303	0.443	2.104701095
MO73Z	"mat,pack"	ae	a	long	68	3	3	2	0.303	0.443	2.104701095
NX13O	"mat,pack"	ae	a	long	24	5	3	2	0.303	0.443	2.104701095
NZ20B	"mat,pack"	ae	a	long	34	6	3	2	0.303	0.443	2.104701095
OG60T	"mat,pack"	ae	a	long	53	1	3	2	0.303	0.443	2.104701095
ON3K	"mat,pack"	ae	a	long	62	1	3	2	0.303	0.443	2.104701095
ON74R	"mat,pack"	ae	a	long	96	5	3	2	0.303	0.443	2.104701095
OQ69Y	"mat,pack"	ae	a	long	45	2	3	2	0.303	0.443	2.104701095
OR11R	"mat,pack"	ae	a	long	75	2	3	2	0.303	0.443	2.104701095
OS26T	"mat,pack"	ae	a	long	25	1	3	2	0.303	0.443	2.104701095
PE14D	"mat,pack"	ae	a	long	25	6	3	2	0.303	0.443	2.104701095
PW18G	"mat,pack"	ae	a	long	42	3	3	2	0.303	0.443	2.104701095
PX84R	"mat,pack"	ae	a	long	73	6	3	2	0.303	0.443	2.104701095
QR21P	"mat,pack"	ae	a	long	86	5	3	2	0.303	0.443	2.104701095
QW31L	"mat,pack"	ae	a	long	8	4	3	2	0.303	0.443	2.104701095
RB39H	"mat,pack"	ae	a	long	43	4	3	2	0.303	0.443	2.104701095
RL68G	"mat,pack"	ae	a	long	54	2	3	2	0.303	0.443	2.104701095
SG77E	"mat,pack"	ae	a	long	38	1	3	2	0.303	0.443	2.104701095
SK19G	"mat,pack"	ae	a	long	7	4	3	2	0.303	0.443	2.104701095
SK66K	"mat,pack"	ae	a	long	74	4	3	2	0.303	0.443	2.104701095
SQ87Z	"mat,pack"	ae	a	long	44	3	3	2	0.303	0.443	2.104701095
ST99W	"mat,pack"	ae	a	long	34	1	3	2	0.303	0.443	2.104701095
TE72Y	"mat,pack"	ae	a	long	90	4	3	2	0.303	0.443	2.104701095
TG10Q	"mat,pack"	ae	a	long	43	4	3	2	0.303	0.443	2.104701095
TK67C	"mat,pack"	ae	a	long	64	3	3	2	0.303	0.443	2.104701095
WT24N	"mat,pack"	ae	a	long	93	1	3	2	0.303	0.443	2.104701095
XC35E	"mat,pack"	ae	a	long	56	5	3	2	0.303	0.443	2.104701095
XG23P	"mat,pack"	ae	a	long	28	5	3	2	0.303	0.443	2.104701095
XL12Q	"mat,pack"	ae	a	long	43	3	3	2	0.303	0.443	2.104701095
XQ79R	"mat,pack"	ae	a	long	55	1	3	2	0.303	0.443	2.104701095
XS38P	"mat,pack"	ae	a	long	61	1	3	2	0.303	0.443	2.104701095
XS96W	"mat,pack"	ae	a	long	35	2	3	2	0.303	0.443	2.104701095
YD48I	"mat,pack"	ae	a	long	22	3	3	2	0.303	0.443	2.104701095
YK76J	"mat,pack"	ae	a	long	83	4	3	2	0.303	0.443	2.104701095
YN47M	"mat,pack"	ae	a	long	93	5	3	2	0.303	0.443	2.104701095
YU22I	"mat,pack"	ae	a	long	49	4	3	2	0.303	0.443	2.104701095
ZZ5V	"mat,pack"	ae	a	long	67	6	3	2	0.303	0.443	2.104701095
AM25Y	"cat,pan"	ae	a	long	47	1	3	3	0.346	0.313	5.825817236
AR82M	"cat,pan"	ae	a	long	88	3	3	3	0.346	0.313	5.825817236
AY9B	"cat,pan"	ae	a	long	64	2	3	3	0.346	0.313	5.825817236
BA89W	"cat,pan"	ae	a	long	73	3	3	3	0.346	0.313	5.825817236
BS90M	"cat,pan"	ae	a	long	71	1	3	3	0.346	0.313	5.825817236
BU78I	"cat,pan"	ae	a	long	46	2	3	3	0.346	0.313	5.825817236
BW95G	"cat,pan"	ae	a	long	54	1	3	3	0.346	0.313	5.825817236
CK44O	"cat,pan"	ae	a	long	26	1	3	3	0.346	0.313	5.825817236
CM34Z	"cat,pan"	ae	a	long	18	3	3	3	0.346	0.313	5.825817236
DF61Q	"cat,pan"	ae	a	long	70	3	3	3	0.346	0.313	5.825817236
DR17G	"cat,pan"	ae	a	long	59	3	3	3	0.346	0.313	5.825817236
EK1N	"cat,pan"	ae	a	long	58	5	3	3	0.346	0.313	5.825817236
ES29S	"cat,pan"	ae	a	long	10	1	3	3	0.346	0.313	5.825817236
FJ83B	"cat,pan"	ae	a	long	17	5	3	3	0.346	0.313	5.825817236
FU75W	"cat,pan"	ae	a	long	49	4	3	3	0.346	0.313	5.825817236
FV16X	"cat,pan"	ae	a	long	42	1	3	3	0.346	0.313	5.825817236
IF59C	"cat,pan"	ae	a	long	75	1	3	3	0.346	0.313	5.825817236
JD94A	"cat,pan"	ae	a	long	7	4	3	3	0.346	0.313	5.825817236
JE33O	"cat,pan"	ae	a	long	71	1	3	3	0.346	0.313	5.825817236
JV42B	"cat,pan"	ae	a	long	52	5	3	3	0.346	0.313	5.825817236
JY36H	"cat,pan"	ae	a	long	43	1	3	3	0.346	0.313	5.825817236
KB4F	"cat,pan"	ae	a	long	82	1	3	3	0.346	0.313	5.825817236
KI71L	"cat,pan"	ae	a	long	11	1	3	3	0.346	0.313	5.825817236
KK92R	"cat,pan"	ae	a	long	91	1	3	3	0.346	0.313	5.825817236
KQ37E	"cat,pan"	ae	a	long	88	2	3	3	0.346	0.313	5.825817236
KQ52J	"cat,pan"	ae	a	long	67	2	3	3	0.346	0.313	5.825817236
KR28H	"cat,pan"	ae	a	long	82	5	3	3	0.346	0.313	5.825817236
KS15D	"cat,pan"	ae	a	long	60	1	3	3	0.346	0.313	5.825817236
LC70W	"cat,pan"	ae	a	long	14	1	3	3	0.346	0.313	5.825817236
LQ40Z	"cat,pan"	ae	a	long	29	4	3	3	0.346	0.313	5.825817236
LT30W	"cat,pan"	ae	a	long	88	1	3	3	0.346	0.313	5.825817236
LY2O	"cat,pan"	ae	a	long	11	1	3	3	0.346	0.313	5.825817236
LY53Q	"cat,pan"	ae	a	long	95	2	3	3	0.346	0.313	5.825817236
LZ43Z	"cat,pan"	ae	a	long	75	2	3	3	0.346	0.313	5.825817236
MC41U	"cat,pan"	ae	a	long	30	1	3	3	0.346	0.313	5.825817236
MO73Z	"cat,pan"	ae	a	long	23	2	3	3	0.346	0.313	5.825817236
NX13O	"cat,pan"	ae	a	long	60	1	3	3	0.346	0.313	5.825817236
NZ20B	"cat,pan"	ae	a	long	86	6	3	3	0.346	0.313	5.825817236
OG60T	"cat,pan"	ae	a	long	74	1	3	3	0.346	0.313	5.825817236
ON3K	"cat,pan"	ae	a	long	19	1	3	3	0.346	0.313	5.825817236
ON74R	"cat,pan"	ae	a	long	65	4	3	3	0.346	0.313	5.825817236
OQ69Y	"cat,pan"	ae	a	long	8	1	3	3	0.346	0.313	5.825817236
OR11R	"cat,pan"	ae	a	long	51	2	3	3	0.346	0.313	5.825817236
OS26T	"cat,pan"	ae	a	long	60	1	3	3	0.346	0.313	5.825817236
PE14D	"cat,pan"	ae	a	long	8	1	3	3	0.346	0.313	5.825817236
PQ27D	"cat,pan"	ae	a	long	70	1	3	3	0.346	0.313	5.825817236
PW18G	"cat,pan"	ae	a	long	19	3	3	3	0.346	0.313	5.825817236
PX84R	"cat,pan"	ae	a	long	41	2	3	3	0.346	0.313	5.825817236
QR21P	"cat,pan"	ae	a	long	19	1	3	3	0.346	0.313	5.825817236
QW31L	"cat,pan"	ae	a	long	15	1	3	3	0.346	0.313	5.825817236
RB39H	"cat,pan"	ae	a	long	19	1	3	3	0.346	0.313	5.825817236
RL68G	"cat,pan"	ae	a	long	64	2	3	3	0.346	0.313	5.825817236
SG77E	"cat,pan"	ae	a	long	36	1	3	3	0.346	0.313	5.825817236
SK19G	"cat,pan"	ae	a	long	43	2	3	3	0.346	0.313	5.825817236
SK66K	"cat,pan"	ae	a	long	32	2	3	3	0.346	0.313	5.825817236
SQ87Z	"cat,pan"	ae	a	long	39	1	3	3	0.346	0.313	5.825817236
ST99W	"cat,pan"	ae	a	long	73	1	3	3	0.346	0.313	5.825817236
TE72Y	"cat,pan"	ae	a	long	87	2	3	3	0.346	0.313	5.825817236
TG10Q	"cat,pan"	ae	a	long	88	1	3	3	0.346	0.313	5.825817236
TK67C	"cat,pan"	ae	a	long	39	1	3	3	0.346	0.313	5.825817236
WT24N	"cat,pan"	ae	a	long	44	1	3	3	0.346	0.313	5.825817236
XC35E	"cat,pan"	ae	a	long	48	3	3	3	0.346	0.313	5.825817236
XG23P	"cat,pan"	ae	a	long	95	4	3	3	0.346	0.313	5.825817236
XL12Q	"cat,pan"	ae	a	long	17	3	3	3	0.346	0.313	5.825817236
XQ79R	"cat,pan"	ae	a	long	38	1	3	3	0.346	0.313	5.825817236
XS38P	"cat,pan"	ae	a	long	85	1	3	3	0.346	0.313	5.825817236
XS96W	"cat,pan"	ae	a	long	62	1	3	3	0.346	0.313	5.825817236
YD48I	"cat,pan"	ae	a	long	57	2	3	3	0.346	0.313	5.825817236
YK76J	"cat,pan"	ae	a	long	21	3	3	3	0.346	0.313	5.825817236
YN47M	"cat,pan"	ae	a	long	28	5	3	3	0.346	0.313	5.825817236
YU22I	"cat,pan"	ae	a	long	39	2	3	3	0.346	0.313	5.825817236
ZZ5V	"cat,pan"	ae	a	long	22	1	3	3	0.346	0.313	5.825817236
AM25Y	"bath,tan"	ae	a	long	14	1	4	5	0.3	0.235	4.437574018
AR82M	"bath,tan"	ae	a	long	83	3	4	5	0.3	0.235	4.437574018
AY9B	"bath,tan"	ae	a	long	25	1	4	5	0.3	0.235	4.437574018
BA89W	"bath,tan"	ae	a	long	85	2	4	5	0.3	0.235	4.437574018
BS90M	"bath,tan"	ae	a	long	76	1	4	5	0.3	0.235	4.437574018
BU78I	"bath,tan"	ae	a	long	29	3	4	5	0.3	0.235	4.437574018
BW95G	"bath,tan"	ae	a	long	75	2	4	5	0.3	0.235	4.437574018
CK44O	"bath,tan"	ae	a	long	54	1	4	5	0.3	0.235	4.437574018
CM34Z	"bath,tan"	ae	a	long	44	2	4	5	0.3	0.235	4.437574018
DF61Q	"bath,tan"	ae	a	long	54	3	4	5	0.3	0.235	4.437574018
DR17G	"bath,tan"	ae	a	long	95	3	4	5	0.3	0.235	4.437574018
EK1N	"bath,tan"	ae	a	long	66	5	4	5	0.3	0.235	4.437574018
ES29S	"bath,tan"	ae	a	long	78	1	4	5	0.3	0.235	4.437574018
FJ83B	"bath,tan"	ae	a	long	21	3	4	5	0.3	0.235	4.437574018
FU75W	"bath,tan"	ae	a	long	32	2	4	5	0.3	0.235	4.437574018
FV16X	"bath,tan"	ae	a	long	55	1	4	5	0.3	0.235	4.437574018
IF59C	"bath,tan"	ae	a	long	35	1	4	5	0.3	0.235	4.437574018
JD94A	"bath,tan"	ae	a	long	77	2	4	5	0.3	0.235	4.437574018
JE33O	"bath,tan"	ae	a	long	42	3	4	5	0.3	0.235	4.437574018
JV42B	"bath,tan"	ae	a	long	13	1	4	5	0.3	0.235	4.437574018
JY36H	"bath,tan"	ae	a	long	73	1	4	5	0.3	0.235	4.437574018
KB4F	"bath,tan"	ae	a	long	87	2	4	5	0.3	0.235	4.437574018
KI71L	"bath,tan"	ae	a	long	8	1	4	5	0.3	0.235	4.437574018
KK92R	"bath,tan"	ae	a	long	14	1	4	5	0.3	0.235	4.437574018
KQ37E	"bath,tan"	ae	a	long	81	1	4	5	0.3	0.235	4.437574018
KQ52J	"bath,tan"	ae	a	long	29	1	4	5	0.3	0.235	4.437574018
KR28H	"bath,tan"	ae	a	long	36	4	4	5	0.3	0.235	4.437574018
KS15D	"bath,tan"	ae	a	long	73	1	4	5	0.3	0.235	4.437574018
LC70W	"bath,tan"	ae	a	long	96	1	4	5	0.3	0.235	4.437574018
LQ40Z	"bath,tan"	ae	a	long	7	2	4	5	0.3	0.235	4.437574018
LT30W	"bath,tan"	ae	a	long	87	1	4	5	0.3	0.235	4.437574018
LY2O	"bath,tan"	ae	a	long	72	1	4	5	0.3	0.235	4.437574018
LY53Q	"bath,tan"	ae	a	long	73	2	4	5	0.3	0.235	4.437574018
LZ43Z	"bath,tan"	ae	a	long	87	2	4	5	0.3	0.235	4.437574018
MC41U	"bath,tan"	ae	a	long	78	2	4	5	0.3	0.235	4.437574018
MO73Z	"bath,tan"	ae	a	long	38	2	4	5	0.3	0.235	4.437574018
NX13O	"bath,tan"	ae	a	long	52	1	4	5	0.3	0.235	4.437574018
NZ20B	"bath,tan"	ae	a	long	83	5	4	5	0.3	0.235	4.437574018
OG60T	"bath,tan"	ae	a	long	32	1	4	5	0.3	0.235	4.437574018
ON3K	"bath,tan"	ae	a	long	6	1	4	5	0.3	0.235	4.437574018
ON74R	"bath,tan"	ae	a	long	48	3	4	5	0.3	0.235	4.437574018
OQ69Y	"bath,tan"	ae	a	long	61	3	4	5	0.3	0.235	4.437574018
OR11R	"bath,tan"	ae	a	long	12	2	4	5	0.3	0.235	4.437574018
OS26T	"bath,tan"	ae	a	long	74	1	4	5	0.3	0.235	4.437574018
PE14D	"bath,tan"	ae	a	long	22	1	4	5	0.3	0.235	4.437574018
PQ27D	"bath,tan"	ae	a	long	72	1	4	5	0.3	0.235	4.437574018
PW18G	"bath,tan"	ae	a	long	24	2	4	5	0.3	0.235	4.437574018
PX84R	"bath,tan"	ae	a	long	72	2	4	5	0.3	0.235	4.437574018
QR21P	"bath,tan"	ae	a	long	28	3	4	5	0.3	0.235	4.437574018
QW31L	"bath,tan"	ae	a	long	78	1	4	5	0.3	0.235	4.437574018
RB39H	"bath,tan"	ae	a	long	84	1	4	5	0.3	0.235	4.437574018
RL68G	"bath,tan"	ae	a	long	93	1	4	5	0.3	0.235	4.437574018
SG77E	"bath,tan"	ae	a	long	40	1	4	5	0.3	0.235	4.437574018
SK19G	"bath,tan"	ae	a	long	76	1	4	5	0.3	0.235	4.437574018
SK66K	"bath,tan"	ae	a	long	80	1	4	5	0.3	0.235	4.437574018
SQ87Z	"bath,tan"	ae	a	long	21	1	4	5	0.3	0.235	4.437574018
ST99W	"bath,tan"	ae	a	long	52	1	4	5	0.3	0.235	4.437574018
TE72Y	"bath,tan"	ae	a	long	54	2	4	5	0.3	0.235	4.437574018
TG10Q	"bath,tan"	ae	a	long	85	1	4	5	0.3	0.235	4.437574018
TK67C	"bath,tan"	ae	a	long	66	2	4	5	0.3	0.235	4.437574018
WT24N	"bath,tan"	ae	a	long	81	1	4	5	0.3	0.235	4.437574018
XC35E	"bath,tan"	ae	a	long	14	3	4	5	0.3	0.235	4.437574018
XG23P	"bath,tan"	ae	a	long	40	1	4	5	0.3	0.235	4.437574018
XL12Q	"bath,tan"	ae	a	long	44	2	4	5	0.3	0.235	4.437574018
XQ79R	"bath,tan"	ae	a	long	16	1	4	5	0.3	0.235	4.437574018
XS38P	"bath,tan"	ae	a	long	6	1	4	5	0.3	0.235	4.437574018
XS96W	"bath,tan"	ae	a	long	84	1	4	5	0.3	0.235	4.437574018
YD48I	"bath,tan"	ae	a	long	11	1	4	5	0.3	0.235	4.437574018
YK76J	"bath,tan"	ae	a	long	7	4	4	5	0.3	0.235	4.437574018
YN47M	"bath,tan"	ae	a	long	34	5	4	5	0.3	0.235	4.437574018
YU22I	"bath,tan"	ae	a	long	14	2	4	5	0.3	0.235	4.437574018
ZZ5V	"bath,tan"	ae	a	long	77	1	4	5	0.3	0.235	4.437574018
AM25Y	"jazz,patch"	ae	a	long	48	1	4	3	0.15	0.4	5.317350554
AR82M	"jazz,patch"	ae	a	long	96	4	4	3	0.15	0.4	5.317350554
AY9B	"jazz,patch"	ae	a	long	46	1	4	3	0.15	0.4	5.317350554
BA89W	"jazz,patch"	ae	a	long	93	1	4	3	0.15	0.4	5.317350554
BS90M	"jazz,patch"	ae	a	long	20	3	4	3	0.15	0.4	5.317350554
BU78I	"jazz,patch"	ae	a	long	8	2	4	3	0.15	0.4	5.317350554
BW95G	"jazz,patch"	ae	a	long	59	2	4	3	0.15	0.4	5.317350554
CK44O	"jazz,patch"	ae	a	long	23	1	4	3	0.15	0.4	5.317350554
CM34Z	"jazz,patch"	ae	a	long	33	5	4	3	0.15	0.4	5.317350554
DF61Q	"jazz,patch"	ae	a	long	25	2	4	3	0.15	0.4	5.317350554
DR17G	"jazz,patch"	ae	a	long	85	3	4	3	0.15	0.4	5.317350554
EK1N	"jazz,patch"	ae	a	long	87	2	4	3	0.15	0.4	5.317350554
ES29S	"jazz,patch"	ae	a	long	23	1	4	3	0.15	0.4	5.317350554
FJ83B	"jazz,patch"	ae	a	long	87	5	4	3	0.15	0.4	5.317350554
FU75W	"jazz,patch"	ae	a	long	58	2	4	3	0.15	0.4	5.317350554
FV16X	"jazz,patch"	ae	a	long	81	1	4	3	0.15	0.4	5.317350554
IF59C	"jazz,patch"	ae	a	long	14	2	4	3	0.15	0.4	5.317350554
JD94A	"jazz,patch"	ae	a	long	29	1	4	3	0.15	0.4	5.317350554
JE33O	"jazz,patch"	ae	a	long	72	1	4	3	0.15	0.4	5.317350554
JV42B	"jazz,patch"	ae	a	long	73	3	4	3	0.15	0.4	5.317350554
JY36H	"jazz,patch"	ae	a	long	28	1	4	3	0.15	0.4	5.317350554
KB4F	"jazz,patch"	ae	a	long	59	2	4	3	0.15	0.4	5.317350554
KI71L	"jazz,patch"	ae	a	long	52	1	4	3	0.15	0.4	5.317350554
KK92R	"jazz,patch"	ae	a	long	66	3	4	3	0.15	0.4	5.317350554
KQ37E	"jazz,patch"	ae	a	long	73	2	4	3	0.15	0.4	5.317350554
KQ52J	"jazz,patch"	ae	a	long	15	1	4	3	0.15	0.4	5.317350554
KR28H	"jazz,patch"	ae	a	long	64	5	4	3	0.15	0.4	5.317350554
KS15D	"jazz,patch"	ae	a	long	72	1	4	3	0.15	0.4	5.317350554
LC70W	"jazz,patch"	ae	a	long	75	2	4	3	0.15	0.4	5.317350554
LQ40Z	"jazz,patch"	ae	a	long	92	3	4	3	0.15	0.4	5.317350554
LT30W	"jazz,patch"	ae	a	long	26	2	4	3	0.15	0.4	5.317350554
LY2O	"jazz,patch"	ae	a	long	89	1	4	3	0.15	0.4	5.317350554
LY53Q	"jazz,patch"	ae	a	long	75	4	4	3	0.15	0.4	5.317350554
LZ43Z	"jazz,patch"	ae	a	long	22	3	4	3	0.15	0.4	5.317350554
MC41U	"jazz,patch"	ae	a	long	65	1	4	3	0.15	0.4	5.317350554
MO73Z	"jazz,patch"	ae	a	long	16	4	4	3	0.15	0.4	5.317350554
NX13O	"jazz,patch"	ae	a	long	20	1	4	3	0.15	0.4	5.317350554
NZ20B	"jazz,patch"	ae	a	long	36	5	4	3	0.15	0.4	5.317350554
OG60T	"jazz,patch"	ae	a	long	19	1	4	3	0.15	0.4	5.317350554
ON3K	"jazz,patch"	ae	a	long	41	2	4	3	0.15	0.4	5.317350554
ON74R	"jazz,patch"	ae	a	long	89	5	4	3	0.15	0.4	5.317350554
OQ69Y	"jazz,patch"	ae	a	long	83	2	4	3	0.15	0.4	5.317350554
OR11R	"jazz,patch"	ae	a	long	60	4	4	3	0.15	0.4	5.317350554
OS26T	"jazz,patch"	ae	a	long	52	1	4	3	0.15	0.4	5.317350554
PE14D	"jazz,patch"	ae	a	long	23	2	4	3	0.15	0.4	5.317350554
PQ27D	"jazz,patch"	ae	a	long	19	2	4	3	0.15	0.4	5.317350554
PW18G	"jazz,patch"	ae	a	long	60	2	4	3	0.15	0.4	5.317350554
PX84R	"jazz,patch"	ae	a	long	53	3	4	3	0.15	0.4	5.317350554
QR21P	"jazz,patch"	ae	a	long	22	5	4	3	0.15	0.4	5.317350554
QW31L	"jazz,patch"	ae	a	long	37	2	4	3	0.15	0.4	5.317350554
RB39H	"jazz,patch"	ae	a	long	56	1	4	3	0.15	0.4	5.317350554
RL68G	"jazz,patch"	ae	a	long	80	4	4	3	0.15	0.4	5.317350554
SG77E	"jazz,patch"	ae	a	long	39	2	4	3	0.15	0.4	5.317350554
SK19G	"jazz,patch"	ae	a	long	39	3	4	3	0.15	0.4	5.317350554
SK66K	"jazz,patch"	ae	a	long	25	1	4	3	0.15	0.4	5.317350554
SQ87Z	"jazz,patch"	ae	a	long	14	1	4	3	0.15	0.4	5.317350554
ST99W	"jazz,patch"	ae	a	long	79	1	4	3	0.15	0.4	5.317350554
TE72Y	"jazz,patch"	ae	a	long	16	2	4	3	0.15	0.4	5.317350554
TG10Q	"jazz,patch"	ae	a	long	11	2	4	3	0.15	0.4	5.317350554
TK67C	"jazz,patch"	ae	a	long	82	3	4	3	0.15	0.4	5.317350554
WT24N	"jazz,patch"	ae	a	long	61	1	4	3	0.15	0.4	5.317350554
XC35E	"jazz,patch"	ae	a	long	89	5	4	3	0.15	0.4	5.317350554
XG23P	"jazz,patch"	ae	a	long	20	5	4	3	0.15	0.4	5.317350554
XL12Q	"jazz,patch"	ae	a	long	32	1	4	3	0.15	0.4	5.317350554
XQ79R	"jazz,patch"	ae	a	long	49	1	4	3	0.15	0.4	5.317350554
XS38P	"jazz,patch"	ae	a	long	41	1	4	3	0.15	0.4	5.317350554
XS96W	"jazz,patch"	ae	a	long	54	1	4	3	0.15	0.4	5.317350554
YD48I	"jazz,patch"	ae	a	long	89	1	4	3	0.15	0.4	5.317350554
YK76J	"jazz,patch"	ae	a	long	16	4	4	3	0.15	0.4	5.317350554
YN47M	"jazz,patch"	ae	a	long	13	4	4	3	0.15	0.4	5.317350554
YU22I	"jazz,patch"	ae	a	long	94	2	4	3	0.15	0.4	5.317350554
ZZ5V	"jazz,patch"	ae	a	long	19	2	4	3	0.15	0.4	5.317350554
AM25Y	"rib,hill"	ih	i	short	39	1	5	6	0.12	0.188	5.170467835
AR82M	"rib,hill"	ih	i	short	62	2	5	6	0.12	0.188	5.170467835
AY9B	"rib,hill"	ih	i	short	69	2	5	6	0.12	0.188	5.170467835
BA89W	"rib,hill"	ih	i	short	27	1	5	6	0.12	0.188	5.170467835
BS90M	"rib,hill"	ih	i	short	81	1	5	6	0.12	0.188	5.170467835
BU78I	"rib,hill"	ih	i	short	20	1	5	6	0.12	0.188	5.170467835
BW95G	"rib,hill"	ih	i	short	15	1	5	6	0.12	0.188	5.170467835
CK44O	"rib,hill"	ih	i	short	19	1	5	6	0.12	0.188	5.170467835
CM34Z	"rib,hill"	ih	i	short	67	4	5	6	0.12	0.188	5.170467835
DF61Q	"rib,hill"	ih	i	short	77	2	5	6	0.12	0.188	5.170467835
DR17G	"rib,hill"	ih	i	short	13	5	5	6	0.12	0.188	5.170467835
EK1N	"rib,hill"	ih	i	short	96	3	5	6	0.12	0.188	5.170467835
ES29S	"rib,hill"	ih	i	short	79	1	5	6	0.12	0.188	5.170467835
FJ83B	"rib,hill"	ih	i	short	83	3	5	6	0.12	0.188	5.170467835
FU75W	"rib,hill"	ih	i	short	64	4	5	6	0.12	0.188	5.170467835
FV16X	"rib,hill"	ih	i	short	36	1	5	6	0.12	0.188	5.170467835
IF59C	"rib,hill"	ih	i	short	19	1	5	6	0.12	0.188	5.170467835
JD94A	"rib,hill"	ih	i	short	71	2	5	6	0.12	0.188	5.170467835
JE33O	"rib,hill"	ih	i	short	93	2	5	6	0.12	0.188	5.170467835
JV42B	"rib,hill"	ih	i	short	64	1	5	6	0.12	0.188	5.170467835
JY36H	"rib,hill"	ih	i	short	77	1	5	6	0.12	0.188	5.170467835
KB4F	"rib,hill"	ih	i	short	34	1	5	6	0.12	0.188	5.170467835
KI71L	"rib,hill"	ih	i	short	60	1	5	6	0.12	0.188	5.170467835
KK92R	"rib,hill"	ih	i	short	87	3	5	6	0.12	0.188	5.170467835
KQ37E	"rib,hill"	ih	i	short	72	1	5	6	0.12	0.188	5.170467835
KQ52J	"rib,hill"	ih	i	short	11	1	5	6	0.12	0.188	5.170467835
KR28H	"rib,hill"	ih	i	short	32	5	5	6	0.12	0.188	5.170467835
KS15D	"rib,hill"	ih	i	short	26	1	5	6	0.12	0.188	5.170467835
LC70W	"rib,hill"	ih	i	short	53	1	5	6	0.12	0.188	5.170467835
LQ40Z	"rib,hill"	ih	i	short	39	1	5	6	0.12	0.188	5.170467835
LT30W	"rib,hill"	ih	i	short	20	3	5	6	0.12	0.188	5.170467835
LY2O	"rib,hill"	ih	i	short	17	4	5	6	0.12	0.188	5.170467835
LY53Q	"rib,hill"	ih	i	short	40	2	5	6	0.12	0.188	5.170467835
LZ43Z	"rib,hill"	ih	i	short	19	1	5	6	0.12	0.188	5.170467835
MC41U	"rib,hill"	ih	i	short	21	1	5	6	0.12	0.188	5.170467835
MO73Z	"rib,hill"	ih	i	short	51	2	5	6	0.12	0.188	5.170467835
NX13O	"rib,hill"	ih	i	short	73	1	5	6	0.12	0.188	5.170467835
NZ20B	"rib,hill"	ih	i	short	15	2	5	6	0.12	0.188	5.170467835
